Aqp1	Chchd2	0.535640987813
Aqp1	Gm10039	0.538015369785
Gm10039	Aqp1	0.538015369785
Aqp1	Dpy19l1	0.54006757866
Dpy19l1	Aqp1	0.54006757866
Aqp1	Gdf3	0.540463320774
Gdf3	Aqp1	0.540463320774
Aqp1	Vamp5	0.542310090443
Vamp5	Aqp1	0.542310090443
Hspe1	Aqp1	0.542868529013
Aqp1	Hspe1	0.542868529013
Glrx5	Aqp1	0.544106365041
Aqp1	Glrx5	0.544106365041
Mthfd1	Aqp1	0.546490081899
Aqp1	Mthfd1	0.546490081899
Cd55	Aqp1	0.546697127691
Aqp1	Cd55	0.546697127691
Aqp1	Hba-a2	0.547143356912
Hba-a2	Aqp1	0.547143356912
Aqp1	Aqp9	0.548441385237
Aqp9	Aqp1	0.548441385237
Aqp1	Gm12346	0.550459307253
Gm12346	Aqp1	0.550459307253
Npm1	Aqp1	0.55050550868
Aqp1	Npm1	0.55050550868
Car2	Aqp1	0.550949669405
Aqp1	Car2	0.550949669405
Sod1	Aqp1	0.552860957046
Aqp1	Sod1	0.552860957046
Spon2	Aqp1	0.5537282378
Aqp1	Spon2	0.5537282378
Ell2	Aqp1	0.554202014037
Aqp1	Ell2	0.554202014037
Ampd3	Aqp1	0.554881316889
Aqp1	Ampd3	0.554881316889
Slc16a1	Aqp1	0.558537775924
Aqp1	Slc16a1	0.558537775924
Gclm	Aqp1	0.562824473024
Aqp1	Gclm	0.562824473024
Scrn3	Aqp1	0.564183109563
Aqp1	Scrn3	0.564183109563
Aqp1	Tfrc	0.564287959346
Tfrc	Aqp1	0.564287959346
Hebp1	Aqp1	0.564445132455
Aqp1	Hebp1	0.564445132455
Cox6a1	Aqp1	0.565141212136
Aqp1	Cox6a1	0.565141212136
Cks2	Aqp1	0.566173711603
Aqp1	Cks2	0.566173711603
Hmbs	Aqp1	0.56729088215
Aqp1	Hmbs	0.56729088215
Sppl2b	Aqp1	0.567411480164
Aqp1	Sppl2b	0.567411480164
Spta1	Aqp1	0.569304173577
Aqp1	Spta1	0.569304173577
Necap2	Aqp1	0.569418257698
Aqp1	Necap2	0.569418257698
Hsp90aa1	Aqp1	0.570447226991
Aqp1	Hsp90aa1	0.570447226991
Mylk3	Aqp1	0.571019748357
Aqp1	Mylk3	0.571019748357
Atp5g1	Aqp1	0.571478943028
Aqp1	Atp5g1	0.571478943028
Aqp1	Cenpa	0.573427458752
Cenpa	Aqp1	0.573427458752
Alad	Aqp1	0.575645079005
Aqp1	Alad	0.575645079005
Ttll12	Aqp1	0.577173437063
Aqp1	Ttll12	0.577173437063
Aqp1	Reep6	0.578093415491
Reep6	Aqp1	0.578093415491
Aqp1	Trib2	0.579647082297
Trib2	Aqp1	0.579647082297
Minpp1	Aqp1	0.58167470386
Aqp1	Minpp1	0.58167470386
Pla2g12a	Aqp1	0.583926200786
Aqp1	Pla2g12a	0.583926200786
Slc41a3	Aqp1	0.587828870315
Aqp1	Slc41a3	0.587828870315
Aqp1	Casp3	0.590995509772
Casp3	Aqp1	0.590995509772
Cela1	Aqp1	0.591747397513
Aqp1	Cela1	0.591747397513
Aqp1	Aldh1a1	0.593200334099
Aldh1a1	Aqp1	0.593200334099
Aqp1	Sdsl	0.594022499758
Sdsl	Aqp1	0.594022499758
Nfia	Aqp1	0.595686187608
Aqp1	Nfia	0.595686187608
Mgll	Aqp1	0.595883895701
Aqp1	Mgll	0.595883895701
Ugcg	Aqp1	0.596280403909
Aqp1	Ugcg	0.596280403909
Il1rl1	Aqp1	0.598095953526
Aqp1	Il1rl1	0.598095953526
Aqp1	Rpl41	0.599347287574
Rpl41	Aqp1	0.599347287574
Hba-a1	Aqp1	0.599442745546
Aqp1	Hba-a1	0.599442745546
Aqp1	Slc14a1	0.601539501832
Slc14a1	Aqp1	0.601539501832
Aqp1	Emilin2	0.601574800926
Emilin2	Aqp1	0.601574800926
Asns	Aqp1	0.60439322298
Aqp1	Asns	0.60439322298
Aqp1	Acss1	0.605742963082
Acss1	Aqp1	0.605742963082
Aqp1	Sh2d4a	0.608416490623
Sh2d4a	Aqp1	0.608416490623
Aldh1a7	Aqp1	0.610347382574
Aqp1	Aldh1a7	0.610347382574
Abcg4	Aqp1	0.615971185011
Aqp1	Abcg4	0.615971185011
Tspan8	Aqp1	0.621080531006
Aqp1	Tspan8	0.621080531006
Ccne1	Aqp1	0.62623517533
Aqp1	Ccne1	0.62623517533
Aqp1	Stom	0.626251003704
Stom	Aqp1	0.626251003704
Aqp1	Slc11a2	0.626957609894
Slc11a2	Aqp1	0.626957609894
Golm1	Aqp1	0.62775805631
Aqp1	Golm1	0.62775805631
Aqp1	Tmem56	0.628096805005
Tmem56	Aqp1	0.628096805005
Aqp1	Paqr9	0.633266057865
Paqr9	Aqp1	0.633266057865
Cpox	Aqp1	0.636171295966
Aqp1	Cpox	0.636171295966
Aqp1	Sptb	0.63978138538
Sptb	Aqp1	0.63978138538
Aqp1	Snca	0.642379850841
Snca	Aqp1	0.642379850841
Aqp1	Cyth3	0.644332464399
Cyth3	Aqp1	0.644332464399
Aqp1	Hemgn	0.651861811454
Hemgn	Aqp1	0.651861811454
Myo1d	Aqp1	0.651983005277
Aqp1	Myo1d	0.651983005277
Aqp1	Crip2	0.654111991415
Crip2	Aqp1	0.654111991415
Stx2	Aqp1	0.654144558186
Aqp1	Stx2	0.654144558186
Gfi1b	Aqp1	0.654305089796
Aqp1	Gfi1b	0.654305089796
Aqp1	Ctse	0.655277416506
Ctse	Aqp1	0.655277416506
1700006J14Rik	Aqp1	0.656811221476
Aqp1	1700006J14Rik	0.656811221476
Aqp1	Myh10	0.6635166431
Myh10	Aqp1	0.6635166431
Lmna	Aqp1	0.663771160739
Aqp1	Lmna	0.663771160739
Spire1	Aqp1	0.66486974271
Aqp1	Spire1	0.66486974271
Gstm5	Aqp1	0.665219245974
Aqp1	Gstm5	0.665219245974
Aqp1	St3gal5	0.679161705103
St3gal5	Aqp1	0.679161705103
Fam132a	Aqp1	0.679567720656
Aqp1	Fam132a	0.679567720656
Sept8	Aqp1	0.68060546137
Aqp1	Sept8	0.68060546137
Mns1	Aqp1	0.681091180489
Aqp1	Mns1	0.681091180489
Aqp1	Col5a1	0.681639645575
Col5a1	Aqp1	0.681639645575
Hpn	Aqp1	0.681892364548
Aqp1	Hpn	0.681892364548
Atp7b	Aqp1	0.68682272316
Aqp1	Atp7b	0.68682272316
Optn	Aqp1	0.699117256829
Aqp1	Optn	0.699117256829
Tspan33	Aqp1	0.705783234001
Aqp1	Tspan33	0.705783234001
Slc40a1	Aqp1	0.711439682598
Aqp1	Slc40a1	0.711439682598
Add2	Aqp1	0.711614467422
Aqp1	Add2	0.711614467422
Atpif1	Aqp1	0.718944128266
Aqp1	Atpif1	0.718944128266
Nxpe2	Aqp1	0.719100809392
Aqp1	Nxpe2	0.719100809392
Cited4	Aqp1	0.721877360082
Aqp1	Cited4	0.721877360082
Steap3	Aqp1	0.725404764107
Aqp1	Steap3	0.725404764107
Aqp1	Prss50	0.729409643906
Prss50	Aqp1	0.729409643906
Cldn13	Aqp1	0.732450162996
Aqp1	Cldn13	0.732450162996
Pklr	Aqp1	0.743631320379
Aqp1	Pklr	0.743631320379
Rhag	Aqp1	0.74753871341
Aqp1	Rhag	0.74753871341
Tnfaip2	Aqp1	0.752310235697
Aqp1	Tnfaip2	0.752310235697
Aqp1	Sphk1	0.760990379618
Sphk1	Aqp1	0.760990379618
Mt1	Aqp1	0.765538477166
Aqp1	Mt1	0.765538477166
Slc38a5	Aqp1	0.7731739862
Aqp1	Slc38a5	0.7731739862
Gypa	Aqp1	0.773332492345
Aqp1	Gypa	0.773332492345
Aqp1	Epdr1	0.781841068099
Epdr1	Aqp1	0.781841068099
Rhd	Aqp1	0.782274598071
Aqp1	Rhd	0.782274598071
Mt2	Aqp1	0.783866201443
Aqp1	Mt2	0.783866201443
Abcb4	Aqp1	0.783998791476
Aqp1	Abcb4	0.783998791476
Samd14	Aqp1	0.789801171665
Aqp1	Samd14	0.789801171665
Blvrb	Aqp1	0.792540187002
Aqp1	Blvrb	0.792540187002
Aqp1	Slc25a21	0.793513456406
Slc25a21	Aqp1	0.793513456406
Aqp1	Smim1	0.794924010788
Smim1	Aqp1	0.794924010788
Epor	Aqp1	0.811829572152
Aqp1	Epor	0.811829572152
Kel	Aqp1	0.816028691539
Aqp1	Kel	0.816028691539
Mfsd2b	Aqp1	0.823011670134
Aqp1	Mfsd2b	0.823011670134
Gata1	Aqp1	0.825360875232
Aqp1	Gata1	0.825360875232
Aqp1	Ces2g	0.837135637653
Ces2g	Aqp1	0.837135637653
Aqp1	Gm15915	0.844856407132
Gm15915	Aqp1	0.844856407132
Aqp1	Ermap	0.847025413881
Ermap	Aqp1	0.847025413881
Atp1b2	Aqp1	0.864010131902
Aqp1	Atp1b2	0.864010131902
Aqp1	Tspo2	0.867898513073
Tspo2	Aqp1	0.867898513073
Car1	Aqp1	0.888748995754
Aqp1	Car1	0.888748995754
Klf1	Aqp1	0.891865584038
Aqp1	Klf1	0.891865584038
