Aqp1	Coro1a	-0.760929295661
Coro1a	Aqp1	-0.760929295661
Tmsb4x	Aqp1	-0.741229515115
Aqp1	Tmsb4x	-0.741229515115
Pkm	Aqp1	-0.733514308175
Aqp1	Pkm	-0.733514308175
Aqp1	Limd2	-0.721505601106
Limd2	Aqp1	-0.721505601106
Lcp1	Aqp1	-0.721324205017
Aqp1	Lcp1	-0.721324205017
Aqp1	Tmem176b	-0.712097212635
Tmem176b	Aqp1	-0.712097212635
Lyz2	Aqp1	-0.651432622093
Aqp1	Lyz2	-0.651432622093
Aqp1	Cd34	-0.651225336606
Cd34	Aqp1	-0.651225336606
Adgrl4	Aqp1	-0.650086052188
Aqp1	Adgrl4	-0.650086052188
Aqp1	Lsp1	-0.643587105093
Lsp1	Aqp1	-0.643587105093
Laptm5	Aqp1	-0.635177818042
Aqp1	Laptm5	-0.635177818042
Aqp1	Emb	-0.630550247125
Emb	Aqp1	-0.630550247125
Spi1	Aqp1	-0.610688419868
Aqp1	Spi1	-0.610688419868
Ifitm1	Aqp1	-0.607882342591
Aqp1	Ifitm1	-0.607882342591
Fkbp1a	Aqp1	-0.596862146527
Aqp1	Fkbp1a	-0.596862146527
Gpr171	Aqp1	-0.595928981518
Aqp1	Gpr171	-0.595928981518
Ifi203	Aqp1	-0.592268546469
Aqp1	Ifi203	-0.592268546469
Napsa	Aqp1	-0.584489991995
Aqp1	Napsa	-0.584489991995
Tmem176a	Aqp1	-0.582922953078
Aqp1	Tmem176a	-0.582922953078
Tmem173	Aqp1	-0.570619659552
Aqp1	Tmem173	-0.570619659552
Prtn3	Aqp1	-0.568217239707
Aqp1	Prtn3	-0.568217239707
Aqp1	Cd27	-0.567815094418
Cd27	Aqp1	-0.567815094418
Arhgdib	Aqp1	-0.563537745561
Aqp1	Arhgdib	-0.563537745561
Cd53	Aqp1	-0.553829454304
Aqp1	Cd53	-0.553829454304
Aqp1	Cd93	-0.543794415131
Cd93	Aqp1	-0.543794415131
Gcnt2	Aqp1	-0.542885652045
Aqp1	Gcnt2	-0.542885652045
Aqp1	Elmo1	-0.542179671899
Elmo1	Aqp1	-0.542179671899
Zyx	Aqp1	-0.541683486594
Aqp1	Zyx	-0.541683486594
Aqp1	Gm8995	-0.538978428171
Gm8995	Aqp1	-0.538978428171
Aqp1	Bin2	-0.538219649884
Bin2	Aqp1	-0.538219649884
Gm2a	Aqp1	-0.527563153561
Aqp1	Gm2a	-0.527563153561
Aqp1	Tbc1d10c	-0.524642451506
Tbc1d10c	Aqp1	-0.524642451506
Ly6a	Aqp1	-0.52167654014
Aqp1	Ly6a	-0.52167654014
Tnfaip8	Aqp1	-0.518039568231
Aqp1	Tnfaip8	-0.518039568231
Sptbn1	Aqp1	-0.514324137859
Aqp1	Sptbn1	-0.514324137859
AW112010	Aqp1	-0.510568248638
Aqp1	AW112010	-0.510568248638
Hlf	Aqp1	-0.504149345062
Aqp1	Hlf	-0.504149345062
Aqp1	Knl1	0.500728451781
Knl1	Aqp1	0.500728451781
Eif5a	Aqp1	0.500738295385
Aqp1	Eif5a	0.500738295385
Rrm2	Aqp1	0.503110633871
Aqp1	Rrm2	0.503110633871
Aqp1	Hdgf	0.503699867515
Hdgf	Aqp1	0.503699867515
Ifrd2	Aqp1	0.505334650573
Aqp1	Ifrd2	0.505334650573
Aqp1	Abcb10	0.505457993016
Abcb10	Aqp1	0.505457993016
Prdx2	Aqp1	0.506768693233
Aqp1	Prdx2	0.506768693233
Hmgb2	Aqp1	0.50834751163
Aqp1	Hmgb2	0.50834751163
Sh3tc2	Aqp1	0.508777058202
Aqp1	Sh3tc2	0.508777058202
Aqp1	Urod	0.512086341815
Urod	Aqp1	0.512086341815
Aqp1	Hmgb3	0.512241797265
Hmgb3	Aqp1	0.512241797265
Aqp1	Ssx2ip	0.51267667887
Ssx2ip	Aqp1	0.51267667887
Rps27l	Aqp1	0.512701008017
Aqp1	Rps27l	0.512701008017
Plpp1	Aqp1	0.512990671615
Aqp1	Plpp1	0.512990671615
Aqp1	Slc25a38	0.513542725294
Slc25a38	Aqp1	0.513542725294
Gatm	Aqp1	0.513546674795
Aqp1	Gatm	0.513546674795
Aqp1	Ybx1	0.514918775096
Ybx1	Aqp1	0.514918775096
Phf10	Aqp1	0.515895853146
Aqp1	Phf10	0.515895853146
Ccna2	Aqp1	0.515972471745
Aqp1	Ccna2	0.515972471745
Pitrm1	Aqp1	0.520720303941
Aqp1	Pitrm1	0.520720303941
E2f8	Aqp1	0.521360890831
Aqp1	E2f8	0.521360890831
Aqp1	Stard10	0.522541708807
Stard10	Aqp1	0.522541708807
Tfr2	Aqp1	0.525253125289
Aqp1	Tfr2	0.525253125289
Adk	Aqp1	0.525468169587
Aqp1	Adk	0.525468169587
Slc26a1	Aqp1	0.525619142646
Aqp1	Slc26a1	0.525619142646
Tango2	Aqp1	0.526937246348
Aqp1	Tango2	0.526937246348
Tmem14c	Aqp1	0.52696189939
Aqp1	Tmem14c	0.52696189939
Aplp2	Aqp1	0.530978860146
Aqp1	Aplp2	0.530978860146
Aqp1	Fam234b	0.534228659183
Fam234b	Aqp1	0.534228659183
Gpsm2	Aqp1	0.534610318639
Aqp1	Gpsm2	0.534610318639
Chchd2	Aqp1	0.535640987813
