Zfp54	-0.0357410885957
Tcta	0.0308897267568
Kyat1	0.0156380999089
Zfp783	0.214095383803
Fsd1l	-0.0297884979413
Pdp1	0.136209150015
Gm43201	0.125539601168
Neu1	0.178506771462
Zfp182	-0.045815887714
Pfkfb2	0.302905482478
Tctn3	-0.0489931071763
Zfp870	0.197443231665
Wdr11	-0.0293837113688
Pgm2l1	0.1615224941
A530041M06Rik	0.0214988559931
Ints6l	0.141502371809
Abtb1	0.0638051800094
Xiap	-0.0531356445643
Ikbkb	0.176009680208
Dnase1l1	0.145885504679
Ficd	0.154372434908
Zfp7	-0.0323968198965
Stk3	0.136070579155
Clock	0.108312734211
Ranbp17	-0.0818151419952
Zfp426	0.161467472235
Zfp938	-0.0988545093089
Acp2	0.29263677796
Zfp120	-0.040114000865
Itgb2	-0.0375732039734
Mbtps2	0.118121787791
Zfp518a	0.157381440743
Tbc1d14	0.0291727336918
Itch	-0.0807715313417
Mettl21a	-0.0620049917736
Wbp1l	0.185311457237
Klhl7	0.102677903982
Ash1l	0.0406473764167
Mms19	-0.000183270530338
Siae	0.00202787344658
Kptn	0.0976736663761
Zfp775	0.151733062921
Zfp141	0.0754353407612
2610021A01Rik	0.218827624237
Rnf219	0.230885602574
Simc1	-0.0713230751598
Chka	0.0277776420486
Elovl6	0.178809429773
Taf4b	0.13270422103
Adck1	0.00839317753548
Wdr1	0.13577265375
Zfp146	0.0926047807527
Ripk2	0.0466304344538
Mapk8	0.0934723197643
Ttbk2	-0.0348552143907
Rnf6	0.125768681235
Hltf	0.0578373964749
Fam168b	0.126069444454
Zcchc2	0.0901734233612
Gm43359	0.0794224626761
Zfp748	0.256352356177
Rab40c	0.0557109245917
Trmt2b	0.0755675968986
Rhbdf2	0.105088927259
Samhd1	0.101975050041
Kdm7a	0.186452906566
Ip6k1	-0.0454808498762
Hipk1	0.117483182267
Gna13	0.00849657880876
Zfp942	0.15324374517
Lemd3	0.0947158135782
Rpgr	0.277842708113
Zbtb24	0.0597936038947
Fig4	0.138916726028
Galnt7	-0.0324070209873
Rps6ka3	0.284215667486
Fam134c	0.0571227524981
Cep83os	0.196992161896
Mfap3	0.0686972609302
D930016D06Rik	0.138296147894
Tatdn2	0.170686361607
Lysmd4	0.130329109168
Kctd9	0.102300212734
Nek9	0.00313995403271
Klhl17	0.154438773129
Nek7	0.213333582628
Plpp2	0.135325550084
Ica1l	0.00361230001283
N4bp2l1	0.264360994055
Mfsd4b4	0.00725514883883
Strip1	0.202188777415
Foxj3	0.0926105100695
Vhl	0.0730592298271
Dcun1d4	0.133896060484
Tmem161b	0.174662761363
Pgbd1	0.0491358360895
Zfp53	0.0563737994564
Cpt1a	0.206466958013
A830080D01Rik	0.0594941762435
Zfp715	0.232185012082
Usp20	0.0750436508353
Hmgcs2	0.370272517868
Cln5	0.152356993554
Zkscan14	0.0068226246456
5430403G16Rik	0.227726496884
Gm15446	0.0843376833004
Zfp932	0.207545376791
Kiz	0.0723188386762
Snap47	0.201352778264
Wdfy3	0.235725183822
Exoc2	0.198564874957
Stam2	0.209555204288
Zfp41	0.151790925591
Pramef8	0.183289989785
Ispd	0.298293583384
A630052C17Rik	0.0791022137122
Wwp2	0.167065338632
Kdm1b	0.109666123081
Vps4b	0.294096680461
Mysm1	0.0672009868632
Mast3	0.0966413924574
Manea	0.225453170523
Tbc1d9b	0.068933380289
Susd1	0.159478173572
Ggcx	0.0666061898426
Nfkb1	-0.0788887759733
Brat1	0.139137050199
Frmd4a	0.0747267998875
Tmem106b	0.190205869554
Parp10	0.148296001838
Rp2	0.197252065886
Abi1	0.243778200484
Zkscan6	0.0379366252158
Per2	0.203490092692
Hdac10	0.240415631374
Pick1	0.193543650328
Tyk2	0.347930578915
Cables2	0.296931333129
Habp4	0.197847221699
Zfp84	0.0212825764789
Kbtbd7	0.109417323808
Bcas3	0.125616020042
Tbc1d25	0.145856440271
Shpk	0.143178705131
Il1rl2	-0.0825399004087
Zfp954	0.140822088191
Maoa	0.0606805565805
Erlin2	0.225868826271
Zfp953	0.0548768309117
Zscan29	-0.0422137908754
Vps18	0.24374192981
Wdr6	0.0157891202322
Tspan32	-0.157297679305
Sqstm1	0.177553145879
Hinfp	0.110098799172
Gm37407	0.0516082175574
Wars2	0.232997324055
Jrk	-0.0612117103297
Zfp943	0.0409585303001
Exd2	0.253256084486
Pnpla7	0.0782273416499
Zfp458	0.263514536535
Zkscan3	0.251920896423
Tmem241	-0.0119038781388
Wdr47	0.0415234026664
Tbc1d8	-0.0115852484714
Cds2	0.193364280108
Sft2d3	0.0867598288295
Vipas39	0.356255572464
Mon1a	0.162727799201
Stx7	0.335745035034
Tmx4	0.233205649713
Fnip1	0.170913207281
Nfxl1	0.170097456701
Ptpru	0.173709382024
Sec24d	0.170393274162
Pcsk7	0.302443750257
Gsn	0.118369787931
Synj1	0.206023318195
Kdm3a	0.290874527009
Vps11	0.0715807309822
Zfp239	0.247342269113
Flcn	0.296322950362
Nrbp1	0.209739820407
Rbm18	0.0935503087035
Tmem201	0.100204445175
Zfp869	0.353668830156
Zfp868	0.090156432865
Zmym3	0.184992753398
Kdm4c	0.18309398522
Rlf	0.169766264839
